CD06,UBRIQUE,Nos situamos en el centro de Ubrique y salimos por la A-373 en dirección hacia El Bosque y Ronda.,"En el km. 1,7 giramos a la derecha por la A-2302 hacia Benaocaz y Ronda; durante la ascensión pasamos al lado de Benaocaz y Villaluenga del Rosario.","1,5 kms. después de Villaluenga, en un collado sin señal ni referencia.",,36.70516,-5.37297,"https://maps.google.es/maps/ms?msa=0&msid=201849215099252397790.0004f8d717c7640957ae3&hl=es&ie=UTF8&t=m&ll=36.690446,-5.415573&spn=0.110121,0.171318&z=12&output=embed"
CA18,LA PEDROSA,"Subiendo desde Liérganes a San Roque de Riomiera por la CA-260 y 800 mts. antes de llegar a éste último, hallaremos un desvío a la izquierda que nos indica al camping Lunada, Calseca y Valdicio; bajamos unos 300 mts. y al cruzar un sencillo puente, iniciamos el ascenso.","En el km. 1,0, giramos a la izquierda, dejando a la derecha la que lleva a Calseca; en el km. 2,4 seguimos rectos, cruzando un paso canadiense, hacia El Monumento a la Vaca Pasiega y Bustablado.","No hay cartel ni indicación alguna, debemos contar que llevamos 5,20 kms. desde el punto inicial. Si seguimos hacia Bustablado, sortearemos una serie de repechos y pasaremos ante el Monumento a la Vaca Pasiega antes de descender definitivamente hacia Bustablado por la otra vertiente.",,43.25489,-3.6665,"https://maps.google.es/maps/ms?msa=0&msid=201849215099252397790.0004f8d5d9ed98734e582&hl=es&ie=UTF8&t=m&ll=43.246328,-3.679562&spn=0.050016,0.085659&z=13&output=embed"
CA18,BUSTABLADO,Entramos en Bustablado llegando de Arredondo.,"Al llegar a Bustablado continuamos con la misma dirección al pasar junto a la iglesia; a los 800 mts. de dejar Bustablado, se coge un desvío a la izqueirda que baja al puente de un arroyo y seguimos dirección San Roque de Riomiera.","No hay cartel ni indicación alguna, debemos contar que llevamos unos 9 kms. desde el punto inicial, el final es algo irregular. Poco antes, habremos pasado por delante del Monumento a la Vaca Pasiega.",Tramos de cemento.,43.25489,-3.6665,"https://maps.google.es/maps/ms?msa=0&msid=201849215099252397790.0004f8d5d4035e11a0df1&hl=es&ie=UTF8&t=m&ll=43.266456,-3.654842&spn=0.05,0.085659&z=13&output=embed"
CU10,PUENTE DE VADILLOS,"Vertiente larga y muy escénica de este CIMA. Se inicia en Puente de Vadillos, junto al río Guadiela, saliendo en dirección a Beteta por la CM-210 para cruzar en sus primeros kms. el Monumento Natural de la Hoz de Beteta.","Al llegar a Beteta, tenemos la opción más tranquila de seguir dirección Masegosa y Tragacete, o meternos por las calles de Beteta superando varias curvas de herradura; ambas opciones vuelven a unirse pasado Beteta, siempre siguendo las indicaciones a Masegosa; en Masegosa no hay que entrar, seguimos hacia Tragacete y Peralejos; algo más de 6 kms. después de Masegosa, giramos a la izquierda, desechando la que a la derecha nos llevaría a Tragacete por el Collado Serracín.","No hay cartel ni indicación alguna. Desde este último cruce, 2,2 kms. después se llega al punto más alto.",,40.55837,-1.9542,"https://maps.google.es/maps/ms?msa=0&msid=201849215099252397790.0004f8e9ab306e293b6f0&hl=es&ie=UTF8&t=m&ll=40.558678,-2.04483&spn=0.208669,0.342636&z=11&output=embed"
BA14,CENTRAL TÉRMICA DE CERCS,"En la C-16 que sube de Berga a Guardiola de Berguedá, iniciamos el ascenso al desviarnos, pasado Cercs, a la izquierda tomando la BV-4025 a Figols.","En el km. 5,6 dejamos el desvío a la izquierda a Figols para seguir recto a Fumanya y Peguera; en el km. 10,7 seguimos rectos, ignorando la derecha que lleva a Vallcebre.","No hay cartel ni indicación alguna. Es una curva muy cerrada, con un notable cambio de rasante y una gran roca en el lado izquierdo. NOTA",,42.16625,1.76725,"https://maps.google.es/maps/ms?msa=0&msid=201849215099252397790.0004f9ab590129c3df2e5&hl=es&ie=UTF8&t=m&ll=42.177398,1.813431&spn=0.10177,0.171318&z=12&output=embed"
CC12,HERVÁS,"Salimos de Hervás por el barrio Judío, por la carretera que nos lleva a La Garganta, también nos indica hacie ""Picadero"".","En el km. 11,6 llegamos a la carretera que por la izquierda viene de La Garganta, y debemos seguir a la derecha hacia Candelario.","No hay cartel, es un collado de paso. Una cabaña a la derecha y la vista del embalse de Angosturas a lo lejos en la vertiente contraria pueden indicarnos el final.",,40.33151,-5.79491,"https://maps.google.es/maps/ms?msa=0&msid=218028416192983371638.0004ba1fd42af1b6f5dd9&ie=UTF8&t=m&ll=40.306498,-5.834427&spn=0.104726,0.172005&z=12&output=embed"
CC12,BAÑOS DE MONTEMAYOR,"En Baños de Montemayor, en la N-630, junto al Hotel Balneario, salimos en dirección Salamanca. 600 mts. después, hallaremos el desvío a la derecha hacia La Garganta por la CC-V-16.","En el km. 8,1 seguimos hacia la izquierda a Candelario, dejando a la derecha la carretera que va a Hervás.","No hay cartel, es un collado de paso. Una cabaña a la derecha y la vista del embalse de Angosturas a lo lejos en la vertiente contraria pueden indicarnos el final.",,40.33151,-5.79491,"https://maps.google.es/maps/ms?msa=0&msid=201849215099252397790.0004f7c584d7c69d71c79&hl=es&ie=UTF8&t=m&ll=40.318933,-5.82653&spn=0.052354,0.085659&z=13&output=embed"
CC01,VILLAR DE PLASENCIA,Dejamos la autovía A-66 en la salida hacia Villar de Plasencia por la CC-94. Justo en la rotonda de salida de la autovía iniciamos el ascenso.,Llegando a Cabezabellosa seguiremos la carretera que continua a El Torno.,"No hay cartel, estaremos atentos a llevar 10,5 kms. desde el inicio.",,40.12538,-6.00037,"https://maps.google.es/maps/ms?msa=0&msid=201849215099252397790.0004f7bd8f96b5f7a12f1&hl=es&ie=UTF8&t=m&ll=40.137809,-6.018963&spn=0.052494,0.085659&z=13&output=embed"
CC01,VALLE DEL JERTE,"En la N-110 entre Navaconcejo y Plasencia, tomamos la carretera que se dirige a El Torno y Cabezabellosa; 100 mts. más adelante cruzamos el río Jerte dando inicio a la ascensión.","En el km. 5,4 se llega a El Torno y giramos a la izquierda hacia Cabezabellosa.","No hay cartel, estaremos atentos a llevar 5,5 kms. desde el giro a izquierdas en Cabezabellosa.",,40.12538,-6.00037,"https://maps.google.es/maps/ms?msa=0&msid=201849215099252397790.0004f7bd95bc0672ab4c8&hl=es&ie=UTF8&t=m&ll=40.122716,-5.972099&spn=0.052505,0.085659&z=13&output=embed"
CR02,PRESA DE MONTORO,Carretera CR-500 entre las localidades de Mestanza y Solana del Pino; iniciamos la subida a la altura de la presa de Montoro.,"En el km. 10,5 seguimos por la derecha por la CP-500 a Solana del Pino.","No hay cartel, la subida termina en una curva muy cerrada.",Asfalto malo (2013),38.47983,-4.09726,"https://maps.google.es/maps/ms?msa=0&msid=201849215099252397790.0004f77b5775e82528c37&hl=es&ie=UTF8&t=m&ll=38.496594,-4.102364&spn=0.10748,0.171318&z=12&output=embed"
SA04,PRESA,"En el Poblado de Iberdrola, cerca de la Presa de Aldeadávila.","Después de 1 km., giramos a la derecha, dejando a la izquierda la carretera que va a la Presa y a su mirador; en el km. 5,4 giramos a la izquierda hacia Aldeadávila, ignorando la que sigue recto y que lleva a Vitigudino.","No hay cartel, podemos dar por finalizada la subida al llegar a un cruce que a la izquierda lleva a ""Parque 400 KV"", quedando casi 2 kms. para llegar a Aldeadávila. NOTA",,41.20688,-6.63916,"https://maps.google.es/maps/ms?msa=0&msid=201849215099252397790.0004f764ec563a5f2643c&hl=es&ie=UTF8&t=m&ll=41.193898,-6.66853&spn=0.051669,0.085659&z=13&output=embed"
CC02,PASARÓN,En la EX-213 entre Jaraiz de la Vera y Arroyomolinos de la Vera encontraremos el inicio de la subida en una rotonda donde desvía hacia Pasarón de la Vera.,"En el km. 3,1 giramos a la izquierda hacia Piornal; en el km. 14,6 a la entrada de Piornal, giramos a la derecha hacia Garganta la Olla.","No hay cartel, una larga recta plana nos indicará que hemos terminado el ascenso.",,40.1246,-5.81651,"https://maps.google.es/maps/ms?msa=0&msid=201849215099252397790.0004f7c51c5dd85a0e2a5&hl=es&ie=UTF8&t=m&ll=40.083851,-5.831337&spn=0.105071,0.171318&z=12&output=embed"
CC02,CABRERO,"En la N-110 entre Plasencia y Navaconcejo, en el desvío hacia Casas del Castañar y Cabrero.","En los pueblos que se pasan, seguir las indicaciones hacia Piornal, y en Piornal, desvío a la izquierda hacia Garganta la Olla.","No hay cartel, una larga recta plana nos indicará que hemos terminado el ascenso.",,40.1246,-5.81651,"https://maps.google.es/maps/ms?msa=0&msid=201849215099252397790.0004f7c515cd0994dc542&hl=es&ie=UTF8&t=m&ll=40.109588,-5.884895&spn=0.105031,0.171318&z=12&output=embed"
CC02,VALDASTILLAS,"En la N-110 entre Plasencia y Navaconcejo, en el desvío hacia Valdastillas y Piornal.","Siempre siguiendo las indicaciones hacia Piornal, y en Piornal, desvío a la izquierda hacia Garganta la Olla.","No hay cartel, una larga recta plana nos indicará que hemos terminado el ascenso.",,40.1246,-5.81651,"https://maps.google.es/maps/ms?msa=0&msid=201849215099252397790.0004f7c50f0ed2f2fcb6c&hl=es&ie=UTF8&t=m&ll=40.12626,-5.85331&spn=0.052503,0.085659&z=13&output=embed"
MU04,MORATA,Salimos de Morata en dirección a Lorca por la D-4.,"A los 7,8 kms. nos desviamos a la izquierda hacia Campico López.","No hay cartel. Desde Morata son casi 10 kms., y arriba encontraremos una especie de algibe con una caseta y dos bancos para sentarse a mirar el lejano Lorca al fondo del valle. Si seguimos, Campico López dista 700 mts.",,37.55763,-1.56468,"https://maps.google.es/maps/ms?msa=0&msid=218028416192983371638.0004f7b8970a55216cf46&ie=UTF8&t=m&ll=37.57914,-1.525383&spn=0.108835,0.171318&z=12&output=embed"
BA17,"C-16, DIRECCIÓN MALANYEU","En la C-16 entre Cercs y Guardiola de Berguedá, iniciamos el ascenso en el desvío a Malanyeu.","En el km. 3,2 hacemos un giro a la derecha hacia La Nou.","No hay ningún cartel en el alto, ante la duda, observad que llevamos casi 5 kms. de subida desde la C-16.",,42.18086,1.88692,"https://maps.google.es/maps/ms?msa=0&msid=201849215099252397790.0004f9ab7392dce72b6e9&hl=es&ie=UTF8&t=m&ll=42.188847,1.878319&spn=0.025438,0.04283&z=14&output=embed"
AM04,VÍCAR,"En la N-340a entre Almería y El Ejido, al paso por La Puebla de Vícar, buscamos la carretera que se dirige a Villa de Vícar.","A los 2 kms. pasamos sobre la autovía A-7 y continuamos hacia Vícar; en el km. 3,5 dejamos a la izquierda Vícar para seguir a la derecha hacia Felix; en el km. 9,3 se alcanza el Collado del Retamar, ignoramos el desvío a la derecha a Motril y a la izquierda hacia Felix y seguimos por la A-391 hacia Enix y Canjáyar; en los sucesivos cruces que encontraremos seguiremos las indicaciones a Canjáyar y el Parque Eólico.","No hay ninguna indicación pero es un claro collado de paso, a la izquierda sale una pista que enfila hacia los aerogeneradores nada más pasar un edificio viejo y abandonado.",,36.89813,-2.61186,"https://maps.google.es/maps/ms?msa=0&msid=218028416192983371638.0004e7b08207ba55ae3bd&ie=UTF8&t=m&ll=36.852703,-2.604103&spn=0.109888,0.171318&z=12&output=embed"
AM04,EL PARADOR DE LAS HORTICHUELAS,"En la N-340a entre Almería y El Ejido, al paso por El Parador de las Hortichuelas, iniciamos el ascenso en una rotonda tomando dirección Autovía A-7.","A los primeros 1,7 kms. encontraremos tres rotondas, hemos de seguir en dirección a La Envía, Enix y Felix por la A-391; en el km. 8,0 se alcanza el Collado del Retamar, ignoramos los desvíos a la izquierda hacia Vicar y Felix y seguimos por la A-391 hacia Enix y Canjáyar; en los sucesivos cruces que encontraremos seguiremos las indicaciones a Canjáyar y el Parque Eólico.","No hay ninguna indicación pero es un claro collado de paso, a la izquierda sale una pista que enfila hacia los aerogeneradores nada más pasar un edificio viejo y abandonado.",,36.89813,-2.61186,"https://maps.google.es/maps/ms?msa=0&msid=201849215099252397790.0004f77abfafadc52df13&hl=es&ie=UTF8&t=m&ll=36.853527,-2.60891&spn=0.109887,0.171318&z=12&output=embed"
AM01,OHANES,"En la A-348 entre Rágol y Canjáyar, hallaremos el desvío hacia Ohanes y Abla por la AL-3404.","En el km. 8,2 justo al llegar a Ohanes, giramos a la derecha hacia Abla y Tices.","No hay ninguna indicación y es muy irregular, habrá que contar que llevamos algo más de 18 kms. desde el desvío inicial.",,37.09048,-2.75463,"https://maps.google.es/maps/ms?msa=0&msid=201849215099252397790.0004f77ad9360d8cdee7c&hl=es&ie=UTF8&t=m&ll=37.046135,-2.741089&spn=0.109609,0.171318&z=12&output=embed"
AM07,GUAINOS BAJOS KM.382,"Si transitamos por la N-340 desde Adra hacia Motril y Málaga, justo al pasar Guaínos Bajos, sobre el km. 382,7 tomaremos el desvío a la derecha sin señalizar.",A los 500 mts. pasaremos sobre la A-7 y seguiremos siempre en dirección a Los Pérez.,"No hay ninguna indicación, habremos de calcular que llevamos 4,4 kms. desde que abandonamos la N-340. NOTA",,36.77351,-3.08026,"https://maps.google.es/maps/ms?msa=0&msid=201849215099252397790.0004f77a97a570aeacc15&hl=es&ie=UTF8&t=m&ll=36.758966,-3.076859&spn=0.055011,0.085659&z=13&output=embed"
AM07,GUAINOS BAJOS KM 386,"Si transitamos por la N-340 desde Adra hacia Motril y Málaga, al poco de dejar atrás Adra y junto al poste del km. 386 tomaremos el desvío a la derecha que nos indica a La Parra por la AL-6301.",A los 750 mts. pasaremos bajo la A-7 y seguiremos siempre en dirección a La Parra.,"No hay ninguna indicación, unos 500 mts. después de pasar La Parra, siempre en la AL-6301. NOTA",,36.77351,-3.08026,"https://maps.google.es/maps/ms?msa=0&msid=201849215099252397790.0004f77a9daa2a86158a2&hl=es&ie=UTF8&t=m&ll=36.762817,-3.052139&spn=0.055009,0.085659&z=13&output=embed"
GR11,CANILES,"Circulando por la A-334 desde Baza hacia Serón, al paso por el pueblo de Caniles, podemos dar por iniciado el ascenso al cruzar el río Guadalopón y poco antes del desvío hacia Escúllar y Abla.","A los 700 mts. dejaremos la A-334 para tomar la GR-8101 que a la derecha se dirige hacia Escúllar, carretera que ya no dejaremos en toda la ascensión. Un km. antes de coronar habremos entrado en provincia de Almería y la numeración será la AL-5405.","No hay ninguna indicación. Es un suave collado con curva ligera hacia la derecha y donde la carretera sale en un pinar. (*) Puerto fronterizo entre dos provincias, por lo que subirlo por cada vertiente puntúa para cada provincia, en este caso para Almería y Granada. Ver AM02.",Asfalto muy malo (2014),37.25332,-2.77476,"https://maps.google.es/maps/ms?msa=0&msid=218028416192983371638.0004f7560206d0c6b2d73&hl=es&ie=UTF8&t=m&ll=37.334132,-2.769928&spn=0.436768,0.685272&z=10&output=embed"
AM02,ABLA,"Partimos de la localidad de Abla, saliendo por la ALP-5405 hacia Estación de Abla y Escúllar. A los 500 mts. pasamos el puente sobre el río Nacimiento, dando inicio a la ascensión.","En el km. 2,2 giramos a la izquierda hacia Escúllar; en el km. 8,0 dejamos el acceso a Escúllar a la derecha para seguir por la izquierda hacia Caniles, en todo momento por la AL-5405..","No hay ninguna indicación. Es un suave collado con curva ligera hacia la izquierda y donde la carretera se adentra en un pinar. (*) Puerto fronterizo entre dos provincias, por lo que subirlo por cada vertiente puntúa para cada provincia, en este caso para Almería y Granada. Ver GR11.",Asfalto muy malo (2014),37.25332,-2.77476,"https://maps.google.es/maps/ms?msa=0&msid=201849215099252397790.0004f77ad2e133a3b4b70&hl=es&ie=UTF8&t=m&ll=37.203535,-2.774048&spn=0.218763,0.342636&z=11&output=embed"
PR05,SERRA DE AGUA,"Empezamos en la localidad costera de Ribeira Brava, saliendo hacia el norte por la ER104 que se dirige a Serra de Agua. Iniciamos la ascensión en la rotonda donde dejamos a la derecha la vía rápida a Funchal.","Al entrar en Serra de Agua en el km. 5 tomamos a la izquierda la ER228 hacia Encumeada y Sao Vicente por la antigua carretera, dejando a la derecha la nueva que atraviesa un largo túnel; llegando al km. 11 de ascensión, se alcanza el Alto de Encumeada y giramos a la izquierda por la ER110 hacia Paul da Serra y Canhas.","No tiene cartel de puerto ni indicación alguna, en una larga recta con unos aerogeneradores a la vista.",,32.74514,-17.05735,"https://maps.google.es/maps/ms?msa=0&msid=201849215099252397790.0004f78cccec26b50af5b&hl=es&ie=UTF8&t=m&ll=32.714511,-17.037735&spn=0.115545,0.171318&z=12&output=embed"
PR05,SAO VICENTE,"En Sao Vicente, tomando la ER104 que se dirige a Ribeira Brava.","En el km. 4,7 giramos a la izquierda, hacia Ribeira Brava y Vía Encumeada; en el km. 11,4 llegamos al Alto de Encumeada y seguimos recto hacia Paul da Serra y Canhas.","No tiene cartel de puerto ni indicación alguna, en una larga recta con unos aerogeneradores a la vista.",,32.74514,-17.05735,"https://maps.google.es/maps/ms?msa=0&msid=201849215099252397790.0004f78cd3c6ab624146f&hl=es&ie=UTF8&t=m&ll=32.76678,-17.033615&spn=0.115477,0.171318&z=12&output=embed"
PR05,CANHAS,"En Ponta da Sol, tomando la salida hacia Paul da Serra y Canhas por la ER222.","En el km. 6,1 giramos a la derecha hacia Paul da Serra ignorando la que sigue recto que va a Calheta y Porto Moniz.","No tiene cartel de puerto ni indicación alguna, en una larga recta con unos aerogeneradores a la vista.",,32.74514,-17.05735,"https://maps.google.es/maps/ms?msa=0&msid=201849215099252397790.0004f78cda43d3321678d&hl=es&ie=UTF8&t=m&ll=32.717977,-17.07859&spn=0.115541,0.171318&z=12&output=embed"
SE04,RIAZA,"Situándonos en Riaza, tendremos que salir por la SG-112 que va a La Pinilla y Majaelrayo. [ Mismo inicio que el SE02 La Pinilla desde Riaza, ya eliminado del Reto ]","Después de 3,6 kms. dejamos el cruce a La Pinilla a la derecha y seguimos rectos hacia Riofrío. No desviarse hacia Riofrío más adelante, seguir siempre la SG-112 hacia Majaelrayo.","No tiene cartel de puerto, aunque sí un bonito cartel de madera de la colección de BuruM, unos 300 mts. después de pasar el límite provincial. (*) Puerto fronterizo entre dos provincias, por lo que subirlo por cada vertiente puntúa para cada provincia, en este caso para Guadalajara y Segovia. Ver GU01.",,41.20961,-3.41244,"https://maps.google.es/maps/ms?msa=0&msid=201849215099252397790.0004f81cb9f7843037ef5&hl=es&ie=UTF8&t=m&ll=41.237544,-3.446274&spn=0.103269,0.171318&z=12&output=embed"
AB04,LA GRAYA,"En la carretera que desde Santiago de la Espada y Parolis se dirige hacia Yeste, empezaremos la ascensión al cruzar el río Segura en el cruce que se dirige a La Graya y Nerpio.","Al entrar en La Graya, hay que girar a la derecha en una curva muy cerrada y de fuerte pendiente; sobre el km. 5 cruzamos Marchana con piso de hormigón; en el km. alcanzamos el mirador de La Borriqueta (en el cartel pone El Borriquito) pero aún hemos de continuar más de 3 kms. hasta alcanzar el final de la subida.","No tiene cartel de puerto, hay que estar atento al collado en el que la carretera baja hacia el otro lado, 11,5 kms. después de haber cruzado el río Segura.",,38.2629,-2.34585,"https://maps.google.es/maps/ms?msa=0&msid=201849215099252397790.0004f8fa2a96a7453add8&hl=es&ie=UTF8&t=m&ll=38.284278,-2.348156&spn=0.053898,0.085659&z=13&output=embed"
GR08,JETE,"En la A-4050 que desde Almuñécar se dirige a Jete, justo a la entrada de esta última población comenzamos el ascenso, en dirección a Otívar y Granada.",No dejaremos en ningún momento la A-4050. En el km. 17 se pasa el Mirador de la Cabra Montés.,"No tiene cartel de puerto, pero en el suelo está pintada la palabra ""CIMA"".",,36.87401,-3.74214,"https://maps.google.es/maps/ms?msa=0&msid=218028416192983371638.0004f75622a0ac52542bf&hl=es&ie=UTF8&t=m&ll=36.830997,-3.706169&spn=0.109919,0.171318&z=12&output=embed"
AT04,RÍO GUADALEST,"Es la CV-755 que desde Callosa d'en Sarriá se dirige a Guadalest y Alcoy. A partir de Guadalest, pasa a llamarse CV-70. El punto de inicio lo consideramos a 3 kms. de Callosa, al pasar el puente sobre el río Guadalest junto al restaurante El Riu y el Museo de motos.","No debemos abandonar nunca la CV-70, pasando recto por los distintos cruces que nos irán apareciendo hacia Beniardá, Benifato y Abdet.","No tiene cartel de puerto, pero es un collado claro donde empieza el descenso hacia Benasau.",,38.69733,-0.29901,"https://maps.google.es/maps/ms?msa=0&msid=201849215099252397790.0004f94ad0f3b5a9ce390&hl=es&ie=UTF8&t=m&ll=38.679882,-0.226936&spn=0.117927,0.171318&z=12&output=embed"
AT05,PEGO,Salimos de Pego por la CV-715 que se dirige a Sagra y Orba.,A los 500 mts. nos desviaremos a la derecha por la CV-712 que nos lleva a Vall de Ebo.,"No tiene cartel de puerto, pero es un collado claro. Si miramos hacia atrás, hacia donde venimos subiendo, veremos un letrero que indica que se entra en el término municipal de Pego.",,38.81539,-0.13042,"https://maps.google.es/maps/ms?msa=0&msid=201849215099252397790.0004f94ac970d14a7796a&hl=es&ie=UTF8&t=m&ll=38.824998,-0.124626&spn=0.053494,0.085659&z=13&output=embed"
GI07,RIBES DE FRESSER,Salimos de Ribes de Fresser por la N-260 dirección Puigcerdá y Planoles. [ Mismo inicio que el GI09 Collada de Toses por Ribes de Fresser ],"En el km. 6,6 llegamos a Planoles y nos deviamos a la derecha hacia donde nos indica a Collet de les Barraques.","No tiene cartel de puerto, pero sí un cartel de madera del Ajuntament de Planoles con la mención de Les Barraques y la altitud, además, se acaba el asfalto.",,42.33848,2.12133,"https://maps.google.es/maps/ms?msa=0&msid=218028416192983371638.0004b0fb5a0ff301eb020&ie=UTF8&t=m&ll=42.321113,2.133408&spn=0.050769,0.085659&z=13&output=embed"
PO05,BAIONA,"En la PO-552 al paso por Baiona, junto a la playa y la Fortaleza de Monterreal, tomaremos a la izquierda (si vamos en dirección a A Guarda) un desvío hacia Virxe da Rocha (Vírgen de la Roca).","En apenas 150 mts. desde abandonar la PO-552 se llega a una rotonda y se sigue por al derecha a O Rosal por la EP-2202; en el km. 1,7 pasamos sobre la AG-57; en el km. 2,5 seguimos rectos dejando a la izquierda una carretera que va a Vigo.","No tiene cartel de puerto, pero sí un precioso cartel de madera hecho por Buru, en la zona llana donde acaba la subida.",,42.07066,-8.83037,"https://maps.google.es/maps/ms?msa=0&msid=201849215099252397790.0004f816f3060b78ee83d&hl=es&ie=UTF8&t=m&ll=42.096949,-8.833694&spn=0.1019,0.171318&z=12&output=embed"
GI10,SANT PRIVAT D'EN BAS,"En la C-152 entre Olot y Sant Esteve d'en Bas, a la altura de Les Preses, tomamos el desvío hacia El Mallol y Sant Privat d'en Bas por la GIP-5226. Pasado El Mallol y antes de llegar al núcleo principal de Sant Privat, comenzaremos la ascensión en el desvío que está indicado hacia El Vidrá.","Si seguimos hacia El Vidrá, ya no debemos dejar la pista asfaltada, metidos en el bosque.","No tiene cartel de puerto. Si vamos atentos, veremos un desvío a la izquierda que indica ""Embotits Collfred"". No nos metamos hacia las instalaciones ganaderas, sino que hemos de continuar 600 mts. más para encontrar el punto más alto.",,42.15494,2.33987,"https://maps.google.es/maps/ms?msa=0&msid=201849215099252397790.0004f9afc462e299dfc16&hl=es&ie=UTF8&t=m&ll=42.149151,2.39296&spn=0.101816,0.171318&z=12&output=embed"
AV08,N-502 NAVALSAUZ,"En la N-502 entre Mengamuñoz y Cuevas del Valle, empezamos la ascensión al abandonar esta carretera para dirigirnos hacia Navalsauz.","Al cruzar el pueblo de Navalsauz, giramos a la derecha por un tramo de hormigón, más adelante veremos una indicación hacia Navadijos y Hoyos de Miguel Muñoz; a los 5,7 kms. desde el inicio, llegamos a la carretera que viene de Navadijos, hemos de seguir hacia la izquierda.","No tiene cartel ni indicación alguna, un paso canadiense nos puede servir de referencia antes de empezar a bajar hacia Hoyos de Miguel Muñoz.",,40.40685,-5.06457,"https://maps.google.es/maps/ms?msa=0&msid=201849215099252397790.0004f8a5755d44cad3d93&hl=es&ie=UTF8&t=m&ll=40.411993,-5.046673&spn=0.026141,0.04283&z=14&output=embed"
CU03,LA OLMEDA,"Para encontrar el inicio de la subida, debemos bajar hasta el pueblo de La Olmeda, al puente sobre el río Turia. Salimos por la única carretera asfaltada, por la que habremos llegado, hacia Santa Cruz de Moya.","En 1,6 kms. llegamos a la carretera N-330 Ademuz-Santa Cruz de Moya, giramos a la izquierda. Unos 400 mts. después llegaremos a las primeras casas de Santa Cruz de Moya y giraremos a la derecha hacia Landete y Cuenca.",No tiene cartel ni indicación alguna. Nos fijaremos que hemos terminado de subir en una larga recta con el pueblo de Manzaneruela a lo lejos de la llanura.,,39.94322,-1.28324,"https://maps.google.es/maps/ms?msa=0&msid=201849215099252397790.0004f8ea376586942b861&hl=es&ie=UTF8&t=m&ll=39.958307,-1.267204&spn=0.052632,0.085659&z=13&output=embed"
LU16,RÍO EO / ACEBO,"Salimos de Chao de Pousadoiro por la LU-4802 hacia A Pontenova. A la altura del poblado de Mende, tenemos que dirigirnos a O Piñeiro. En el puente sobre el río Eo, saliendo en dirección a Mende, comienza la ascensión.","Para saber que vamos bien, tenemos que cruzar las aldeas de Mende, Muiña y Santiago de Acebo. En ésta última, tomaremos un desvío a la derecha que indica a Pena de Cabras.","No tiene cartel ni indicación del lugar, el punto más alto se encuentra a unos 100 metros antes de cruzar con la LU-4811. VARIANTE",,43.24444,-7.16809,"https://maps.google.es/maps/ms?msa=0&msid=201849215099252397790.0004f78148ed3ec8ce841&hl=es&ie=UTF8&t=m&ll=43.242639,-7.185059&spn=0.02501,0.04283&z=14&output=embed"
LU16,RÍO EO / VILEIMIL,"En la N-640 entre A Pontenova y Meira, sobre el km. 43 al paso por Vilaxe, tomamos el desvío hacia Ribeira de Piquín. Pasado Vilargondurfe nos dirigimos hacia Vilaboa y Vileimil. Al cruzar el río Eo damos comienzo a la ascensión. [ Mismo inicio que el LU21 Cruz de Barreiros ]","Unos 300 mts. después de cruzar el río Eo, giramos a la izquierda hacia Vileimil por la LU-4802, y unos 300 mts. más adelante giramos a la derecha hacia Vileimil y San Paio por la LU-4811 que no dejaremos ya en toda la ascensión; en el km. 3 dejaremos a la izquierda la carretera que nos llevaría a Cruz de Barreiros.","No tiene cartel ni indicación del lugar, el punto más alto se encuentra unos cientos de metros antes de llegar a un cruce donde, a la izquierda, llegaríamos a la Cruz de Barreiros, y a la derecha, al punto más alto de la vertiente de A Barranca por Acebo.",,43.24444,-7.16809,"https://maps.google.es/maps/ms?msa=0&msid=201849215099252397790.0004f781507608f179218&hl=es&ie=UTF8&t=m&ll=43.276955,-7.178192&spn=0.099982,0.171318&z=12&output=embed"
SA01,RÍO AMBROZ,"En la N-630 entre Baños de Montemayor y Plasencia, pasando por la localidad cacereña de Aldeanueva del Camino, tomamos la CC-V-138 hacia Valdelamatanza. Unos 400 mts. después cruzamos el río Ambroz y se inicia la ascensión.","En el km. 2,5 seguimos a la derecha hacia El Cerro.","No tiene cartel ni indicación que sirva de referencia, unos 2,5 kms. antes de llegar al pueblo de El Cerro.",,40.31509,-5.90996,"https://maps.google.es/maps/ms?msa=0&msid=201849215099252397790.0004f7650dbb0e2a23d27&hl=es&ie=UTF8&t=m&ll=40.28974,-5.924721&spn=0.104752,0.171318&z=12&output=embed"
GR06,MOLINO DEL REY,"En la N-432 al paso por Pinos Puente, tomamos la carretera A-336 hacia Íllora y Zujaira. Una vez pasado Obeilar, a la altura del Molino del Rey, damos iniciado el ascenso en nuestro camino hacia Íllora.","En el km. 4 cruzamos en continuo ascenso la población de Íllora, buscando la salida hacia Montefrío por la GR-3407.","No tiene cartel pero sí en el suelo está pintada la palabra ""CIMA"". Puede servir de referencia un cortijo a la derecha donde la pendiente suaviza y apenas 300 mts. después de dejar a la izquierda la subida a las antenas de Parapanda. NOTA",,37.32565,-3.90455,"https://maps.google.es/maps/ms?msa=0&msid=201849215099252397790.0004f756d6f614b2c19bc&hl=es&ie=UTF8&t=m&ll=37.287711,-3.88298&spn=0.109259,0.171318&z=12&output=embed"
